"","educ","degree","rincome","wealth","poleff11","poleff18","poleff19","poleff20","polinter","news","newsfrom","polnews","partyid","grpparty","mobile16","marital","racecen1","race","region","sex","age","vote12bin"
"144",14,"high school",NA,"$2 million to $3 million",NA,NA,NA,NA,NA,NA,NA,"less than 1 day a week","independent","never belonged","same city","married","white","white","middle atlantic","male",54,0
"145",13,"high school",NA,"$75,000 to $100,000","disagree",NA,"neither agree nor disagree",NA,"have done it in the past year","never","magazines","1-2 days a week","strong democrat","never belonged","same city","never married","black or african american","black","middle atlantic","male",23,1
"146",14,"junior college","$10000 - 14999",NA,"disagree","strongly agree","strongly agree",NA,NA,"few times a week",NA,NA,"ind,near rep",NA,"same st,dif city","married","white","white","middle atlantic","male",48,1
"147",12,"high school",NA,"$500,000 to $1 million","strongly disagree","strongly agree","strongly agree",NA,NA,NA,"government agencies","several times a day","strong republican","belong and actively participate","same st,dif city","never married","white","white","middle atlantic","male",46,1
"148",6,"lt high school","$5000 to 5999","$2 million to $3 million","strongly agree","strongly agree",NA,"strongly disagree","have not done it and would never do  it",NA,NA,"never","not str democrat","never belonged","different state","married","hispanic","other","middle atlantic","male",51,0
"149",14,"junior college","$10000 - 14999","$500,000 to $1 million",NA,"agree","strongly disagree","strongly disagree","","everyday","radio",NA,"strong democrat",NA,"different state","widowed","black or african american","black","middle atlantic","female",86,1
"150",10,"lt high school","$20000 - 24999","$20,000 to $40,000","neither agree nor disagree","disagree",NA,"disagree","have not done it but might do it",NA,"tv",NA,"strong democrat","belong and actively participate","same city","married","hispanic","other","middle atlantic","male",54,1
"151",14,"junior college","$25000 or more","$40,000 to $75,000",NA,NA,"agree","neither agree nor disagree","have done it in the more distant past","less than once wk",NA,"less than 1 day a week","independent","never belonged","same city","never married","white","white","new england","female",45,1
"152",18,"graduate","$25000 or more",NA,"agree","agree",NA,"neither agree nor disagree","have not done it and would never do  it","everyday","magazines",NA,"ind,near dem","belong but dont participate","different state","widowed","white","white","new england","female",75,1
"153",14,"high school","$25000 or more","$150,000 to $250,000","agree","agree","neither agree nor disagree","disagree",NA,NA,"the internet",NA,"not str democrat","belong but dont participate","same city","never married","white","white","new england","male",23,1
"154",13,"high school",NA,"less than $5,000","agree","agree","agree","disagree",NA,"never",NA,"never","strong democrat","belong but dont participate","same city","divorced","white","white","new england","female",63,1
"155",12,"high school",NA,"$150,000 to $250,000",NA,NA,"agree","strongly agree",NA,NA,NA,"1-2 days a week","ind,near dem",NA,"same st,dif city","divorced","white","white","new england","female",82,1
"156",14,"junior college",NA,"$5,000 to $20,000","neither agree nor disagree",NA,"agree","disagree","have done it in the more distant past","everyday","newspapers","several times a day","independent","used to belong","different state","divorced","white","white","new england","female",50,0
"157",18,"graduate","$15000 - 19999",NA,"agree","agree",NA,NA,"have not done it and would never do  it","everyday",NA,"once a day","not str republican","belong but dont participate","different state","divorced","white","white","pacific","male",83,1
"158",19,"graduate","$25000 or more",NA,"disagree",NA,"strongly agree","strongly disagree","have done it in the past year","everyday","newspapers","several times a day","strong democrat",NA,"same city","married","white","white","pacific","male",67,1
"159",13,"high school","$10000 - 14999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ind,near rep",NA,"different state","married","white","white","pacific","female",84,1
"160",16,"bachelor","$4000 to 4999","$20,000 to $40,000",NA,"neither agree nor disagree","disagree","disagree","have done it in the past year","less than once wk",NA,NA,"strong democrat",NA,"same st,dif city","divorced","black or african american","black","pacific","female",59,1
"161",20,"graduate","$25000 or more",NA,"agree","disagree",NA,NA,"have done it in the past year","once a week",NA,NA,"strong democrat","belong and actively participate","different state","never married","white","white","pacific","female",45,1
"162",14,"junior college",NA,"$150,000 to $250,000","strongly disagree",NA,"strongly disagree","strongly disagree","have not done it but might do it","everyday","magazines","","not str republican",NA,"same st,dif city","married","white","white","pacific","male",55,1
"163",17,"graduate","$25000 or more",NA,"disagree","agree","disagree","disagree",NA,"never",NA,"5-6 days a week","not str republican","belong but dont participate","same st,dif city","divorced","white","white","pacific","female",62,1
"164",12,"high school","$10000 - 14999",NA,"strongly disagree","strongly disagree","strongly agree","disagree","have done it in the past year","never",NA,"once a day","independent","belong but dont participate","different state","divorced","white","white","pacific","female",77,0
"165",16,"bachelor","$25000 or more","$4 million to $5 million","agree",NA,"strongly agree","strongly disagree","have done it in the past year",NA,"the internet","less than 1 day a week","ind,near dem","belong but dont participate","different state","never married","white","white","pacific","male",46,1
"166",15,"high school",NA,NA,"neither agree nor disagree",NA,NA,NA,NA,NA,"tv","5-6 days a week","strong republican",NA,"different state","divorced","white","white","pacific","male",59,0
"167",18,"graduate","$15000 - 19999",NA,NA,"neither agree nor disagree","strongly disagree",NA,"have not done it and would never do  it","everyday",NA,NA,"strong democrat","belong but dont participate","same st,dif city","separated","white","white","pacific","male",63,1
"168",16,"graduate","$25000 or more",NA,NA,"agree",NA,"neither agree nor disagree","have done it in the more distant past",NA,"family","less than 1 day a week","ind,near rep",NA,"same city","divorced","white","white","pacific","female",71,1
"169",14,"high school","$25000 or more","$40,000 to $75,000",NA,NA,"agree","agree","have done it in the more distant past","few times a week","the internet","less than 1 day a week","ind,near dem","belong but dont participate","same city","never married","hispanic","other","pacific","male",37,1
"170",12,"lt high school",NA,NA,"neither agree nor disagree",NA,"agree",NA,NA,"less than once wk","tv",NA,"independent",NA,"same st,dif city","married","white","white","pacific","female",27,0
"171",12,"high school","$10000 - 14999","less than $5,000","neither agree nor disagree",NA,"disagree","agree",NA,NA,NA,NA,"independent",NA,"same city","married","white","white","pacific","female",26,0
"172",12,"high school","$6000 to 6999",NA,"agree","neither agree nor disagree",NA,"strongly disagree",NA,"everyday",NA,"several times a day","ind,near dem","used to belong","same city","never married","white","white","pacific","male",46,0
"173",3,"lt high school",NA,NA,"strongly agree",NA,"disagree","neither agree nor disagree","have not done it and would never do  it","less than once wk","radio",NA,NA,"never belonged","different state","never married","white","white","pacific","female",56,0
"174",14,"high school","$25000 or more",NA,"neither agree nor disagree","neither agree nor disagree",NA,NA,NA,"never",NA,NA,"not str democrat",NA,"same city","divorced","other pacific islander","other","pacific","female",45,1
"175",12,"high school","$25000 or more",NA,"disagree","neither agree nor disagree","agree","neither agree nor disagree",NA,NA,"friends colleagues","3-4 days a week","not str democrat",NA,"different state","divorced","white","white","pacific","male",62,1
"176",11,"high school",NA,NA,"neither agree nor disagree","neither agree nor disagree",NA,"neither agree nor disagree","have not done it and would never do  it","once a week","the internet","less than 1 day a week","independent","never belonged","same city","never married","black or african american","black","pacific","male",24,0
"177",16,"bachelor","lt $1000","$75,000 to $100,000","strongly agree",NA,"neither agree nor disagree","strongly agree",NA,"everyday","the internet",NA,"ind,near dem","belong but dont participate","same st,dif city","divorced","black or african american","black","pacific","male",48,1
"178",14,"high school",NA,"$5,000 to $20,000","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","disagree","have done it in the past year","few times a week",NA,"several times a day","ind,near rep","belong but dont participate","same city","never married","black or african american","black","pacific","male",31,1
